area,rank,title
Optical Character Recognition,60,Micro-Batch Training with Batch-Channel Normalization and Weight Standardization
Optical Character Recognition,61,U-Net: Convolutional Networks for Biomedical Image Segmentation
Optical Character Recognition,62,Lite-HRNet: A Lightweight High-Resolution Network
Optical Character Recognition,63,PaddleSeg: A High-Efficient Development Toolkit for Image Segmentation
Optical Character Recognition,64,Attention-guided Context Feature Pyramid Network for Object Detection
Optical Character Recognition,65,SOLOv2: Dynamic and Fast Instance Segmentation
Optical Character Recognition,66,SOLO: Segmenting Objects by Locations
Optical Character Recognition,67,HarDNet: A Low Memory Traffic Network
Optical Character Recognition,68,High-Resolution Representations for Labeling Pixels and Regions
Optical Character Recognition,69,FCOS: Fully Convolutional One-Stage Object Detection
Optical Character Recognition,70,Microsoft COCO: Common Objects in Context
Optical Character Recognition,71,Simple Training Strategies and Model Scaling for Object Detection
Optical Character Recognition,72,Simple Copy-Paste is a Strong Data Augmentation Method for Instance Segmentation
Optical Character Recognition,73,Rethinking Pre-training and Self-training
Optical Character Recognition,74,"Fashionpedia: Ontology, Segmentation, and an Attribute Localization Dataset"
Optical Character Recognition,75,ShapeMask: Learning to Segment Novel Objects by Refining Shape Priors
Optical Character Recognition,76,UNet++: A Nested U-Net Architecture for Medical Image Segmentation
Optical Character Recognition,77,Recalibrating Fully Convolutional Networks with Spatial and Channel 'Squeeze & Excitation' Blocks
Optical Character Recognition,78,Unified Perceptual Parsing for Scene Understanding
Optical Character Recognition,79,Semantic Understanding of Scenes through the ADE20K Dataset
Optical Character Recognition,80,YOLACT++: Better Real-time Instance Segmentation
Optical Character Recognition,81,Deformable Convolutional Networks
Optical Character Recognition,82,LinkNet: Exploiting Encoder Representations for Efficient Semantic Segmentation
Optical Character Recognition,83,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation
Optical Character Recognition,84,Learning to Refine Object Segments
Optical Character Recognition,85,Tencent ML-Images: A Large-Scale Multi-Label Image Database for Visual Representation Learning
Optical Character Recognition,86,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
Optical Character Recognition,87,EdgeFlow: Achieving Practical Interactive Segmentation with Edge-Guided Flow
Optical Character Recognition,88,Rethinking BiSeNet For Real-time Semantic Segmentation
Optical Character Recognition,89,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers
Optical Character Recognition,90,Improving Semantic Segmentation via Decoupled Body and Edge Supervision
Optical Character Recognition,91,Disentangled Non-Local Neural Networks
Optical Character Recognition,92,Hierarchical Multi-Scale Attention for Semantic Segmentation
Optical Character Recognition,93,UNet 3+: A Full-Scale Connected UNet for Medical Image Segmentation
Optical Character Recognition,94,BiSeNet V2: Bilateral Network with Guided Aggregation for Real-time Semantic Segmentation
Optical Character Recognition,95,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation"
Optical Character Recognition,96,Segmentation Transformer: Object-Contextual Representations for Semantic Segmentation
Optical Character Recognition,97,Asymmetric Non-local Neural Networks for Semantic Segmentation
Optical Character Recognition,98,Expectation-Maximization Attention Networks for Semantic Segmentation
Optical Character Recognition,99,Interlaced Sparse Self-Attention for Semantic Segmentation
Optical Character Recognition,100,Gated-SCNN: Gated Shape CNNs for Semantic Segmentation
Optical Character Recognition,101,Fast-SCNN: Fast Semantic Segmentation Network
Optical Character Recognition,102,Dual Attention Network for Scene Segmentation
Optical Character Recognition,103,Attention U-Net: Learning Where to Look for the Pancreas
Optical Character Recognition,104,CCNet: Criss-Cross Attention for Semantic Segmentation
Optical Character Recognition,105,OCNet: Object Context Network for Scene Parsing
Optical Character Recognition,106,PSANet: Point-wise Spatial Attention Network for Scene Parsing
Optical Character Recognition,107,Context Encoding for Semantic Segmentation
Optical Character Recognition,108,Efficient Attention: Attention with Linear Complexities
Optical Character Recognition,109,PP-LCNet: A Lightweight CPU Convolutional Neural Network
Optical Character Recognition,110,Beyond Self-Supervision: A Simple Yet Effective Network Distillation Alternative to Improve Backbones
Optical Character Recognition,111,HS-ResNet: Hierarchical-Split Block on Convolutional Neural Network
Optical Character Recognition,112,Rethinking Channel Dimensions for Efficient Model Design
Optical Character Recognition,113,GridMask Data Augmentation
Optical Character Recognition,114,Hide-and-Seek: A Data Augmentation Technique for Weakly-Supervised Localization and Beyond
Optical Character Recognition,115,Recovering Realistic Texture in Image Super-resolution by Deep Spatial Feature Transform
Optical Character Recognition,116,BoxInst: High-Performance Instance Segmentation with Box Annotations
Optical Character Recognition,117,Mask Encoding for Single Shot Instance Segmentation
Optical Character Recognition,118,Conditional Convolutions for Instance Segmentation
Optical Character Recognition,119,BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation
Optical Character Recognition,120,Segmentation Loss Odyssey
Optical Character Recognition,121,UNETR: Transformers for 3D Medical Image Segmentation
Optical Character Recognition,122,Contextual Transformer Networks for Visual Recognition
Optical Character Recognition,123,EPSANet: An Efficient Pyramid Squeeze Attention Block on Convolutional Neural Network
Optical Character Recognition,124,Beyond Self-attention: External Attention using Two Linear Layers for Visual Tasks
Optical Character Recognition,125,RepMLP: Re-parameterizing Convolutions into Fully-connected Layers for Image Recognition
Optical Character Recognition,126,SA-Net: Shuffle Attention for Deep Convolutional Neural Networks
Optical Character Recognition,127,SEN12MS -- A Curated Dataset of Georeferenced Multi-Spectral Sentinel-1/2 Imagery for Deep Learning and Data Fusion
Optical Character Recognition,128,Improving Convolutional Networks With Self-Calibrated Convolutions
Optical Character Recognition,129,SINet: Extreme Lightweight Portrait Segmentation Networks with Spatial Squeeze Modules and Information Blocking Decoder
Optical Character Recognition,130,Feature Pyramid Encoding Network for Real-time Semantic Segmentation
Optical Character Recognition,131,DABNet: Depth-wise Asymmetric Bottleneck for Real-time Semantic Segmentation
Optical Character Recognition,132,ESNet: An Efficient Symmetric Network for Real-time Semantic Segmentation
Optical Character Recognition,133,DiCENet: Dimension-wise Convolutions for Efficient Networks
Optical Character Recognition,134,LEDNet: A Lightweight Encoder-Decoder Network for Real-Time Semantic Segmentation
Optical Character Recognition,135,An Energy and GPU-Computation Efficient Backbone Network for Real-Time Object Detection
Optical Character Recognition,136,"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network"
Optical Character Recognition,137,CGNet: A Light-weight Context Guided Network for Semantic Segmentation
Optical Character Recognition,138,Efficient Dense Modules of Asymmetric Convolution for Real-Time Semantic Segmentation
Optical Character Recognition,139,BiSeNet: Bilateral Segmentation Network for Real-time Semantic Segmentation
Optical Character Recognition,140,ContextNet: Exploring Context and Detail for Semantic Segmentation in Real-time
Optical Character Recognition,141,ERFNet: Efficient Residual Factorized ConvNet for Real-time Semantic Segmentation
Optical Character Recognition,142,Dilated Residual Networks
Optical Character Recognition,143,ICNet for Real-Time Semantic Segmentation on High-Resolution Images
Optical Character Recognition,144,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation
Optical Character Recognition,145,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation
Optical Character Recognition,146,Fully Convolutional Instance-aware Semantic Segmentation
Optical Character Recognition,147,Rich feature hierarchies for accurate object detection and semantic segmentation
Optical Character Recognition,148,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space
Optical Character Recognition,149,Automated Design of Deep Learning Methods for Biomedical Image Segmentation
Optical Character Recognition,150,COCO-Stuff: Thing and Stuff Classes in Context
Optical Character Recognition,151,Co-Occurrent Features in Semantic Segmentation
Optical Character Recognition,152,Generating Masks from Boxes by Mining Spatio-Temporal Consistencies in Videos
Optical Character Recognition,153,Learning What to Learn for Video Object Segmentation
Optical Character Recognition,154,Towards End-to-End Lane Detection: an Instance Segmentation Approach
Optical Character Recognition,155,"DeepFashion2: A Versatile Benchmark for Detection, Pose Estimation, Segmentation and Re-Identification of Clothing Images"
Optical Character Recognition,156,Recurrent Residual Convolutional Neural Network based on U-Net (R2U-Net) for Medical Image Segmentation
Optical Character Recognition,157,Temporal RoI Align for Video Object Recognition
Optical Character Recognition,158,Polarized Self-Attention: Towards High-quality Pixel-wise Regression
Optical Character Recognition,159,VOLO: Vision Outlooker for Visual Recognition
Optical Character Recognition,160,3D Semantic Segmentation with Submanifold Sparse Convolutional Networks
Optical Character Recognition,161,UNet++: Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation
Optical Character Recognition,162,ChainerCV: a Library for Deep Learning in Computer Vision
Optical Character Recognition,163,Atlas: End-to-End 3D Scene Reconstruction from Posed Images
Optical Character Recognition,164,What Makes for Good Views for Contrastive Learning?
Optical Character Recognition,165,Improving Semantic Segmentation via Video Propagation and Label Relaxation
Optical Character Recognition,166,4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks
Optical Character Recognition,167,Rethinking Self-supervised Correspondence Learning: A Video Frame-level Similarity Perspective
Optical Character Recognition,168,Learning a Discriminative Feature Network for Semantic Segmentation
Optical Character Recognition,169,Conditional Random Fields as Recurrent Neural Networks
Optical Character Recognition,170,Understanding Humans in Crowded Scenes: Deep Nested Adversarial Learning and A New Benchmark for Multi-Human Parsing
Optical Character Recognition,171,Pose2Seg: Detection Free Human Instance Segmentation
Optical Character Recognition,172,DLTK: State of the Art Reference Implementations for Deep Learning on Medical Images
Optical Character Recognition,173,The Lovász-Softmax loss: A tractable surrogate for the optimization of the intersection-over-union measure in neural networks
Optical Character Recognition,174,Optimal Transport for Multi-source Domain Adaptation under Target Shift
Optical Character Recognition,175,PartNet: A Large-scale Benchmark for Fine-grained and Hierarchical Part-level 3D Object Understanding
Optical Character Recognition,176,PointCNN: Convolution On X-Transformed Points
Optical Character Recognition,177,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs
Optical Character Recognition,178,Autonomous Driving in Reality with Reinforcement Learning and Image Translation
Optical Character Recognition,179,Deep clustering: Discriminative embeddings for segmentation and separation
Optical Character Recognition,180,Vision Transformers for Dense Prediction
Optical Character Recognition,181,Hypersim: A Photorealistic Synthetic Dataset for Holistic Indoor Scene Understanding
Optical Character Recognition,182,Panoptic nuScenes: A Large-Scale Benchmark for LiDAR Panoptic Segmentation and Tracking
Optical Character Recognition,183,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation
Optical Character Recognition,184,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation
Optical Character Recognition,185,CyCADA: Cycle-Consistent Adversarial Domain Adaptation
Optical Character Recognition,186,Boundary-Aware Segmentation Network for Mobile and Web Applications
Optical Character Recognition,187,Bayesian SegNet: Model Uncertainty in Deep Convolutional Encoder-Decoder Architectures for Scene Understanding
Optical Character Recognition,188,Retina U-Net: Embarrassingly Simple Exploitation of Segmentation Supervision for Medical Object Detection
Optical Character Recognition,189,Dynamic Graph CNN for Learning on Point Clouds
Optical Character Recognition,190,Partial Convolution based Padding
Optical Character Recognition,191,Cascade R-CNN: High Quality Object Detection and Instance Segmentation
Optical Character Recognition,192,TernausNet: U-Net with VGG11 Encoder Pre-Trained on ImageNet for Image Segmentation
Optical Character Recognition,193,Deep Snake for Real-Time Instance Segmentation
Optical Character Recognition,194,Global Context for Convolutional Pose Machines
Optical Character Recognition,195,GIMP-ML: Python Plugins for using Computer Vision Models in GIMP
Optical Character Recognition,196,BlenderProc
Optical Character Recognition,197,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions
Optical Character Recognition,198,YolactEdge: Real-time Instance Segmentation on the Edge
Optical Character Recognition,199,Enforcing temporal consistency in Deep Learning segmentation of brain MR images
Optical Character Recognition,200,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network
3D Reconstruction,1,Naive-Student: Leveraging Semi-Supervised Learning in Video Sequences for Urban Scene Segmentation
3D Reconstruction,2,Searching for MobileNetV3
3D Reconstruction,3,FEELVOS: Fast End-to-End Embedding Learning for Video Object Segmentation
3D Reconstruction,4,Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation
3D Reconstruction,5,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction
3D Reconstruction,6,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation
3D Reconstruction,7,MobileNetV2: Inverted Residuals and Linear Bottlenecks
3D Reconstruction,8,Rethinking Atrous Convolution for Semantic Image Segmentation
3D Reconstruction,9,Mask R-CNN
3D Reconstruction,10,Pyramid Scene Parsing Network
3D Reconstruction,11,"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs"
3D Reconstruction,12,Deep Residual Learning for Image Recognition
3D Reconstruction,13,ParseNet: Looking Wider to See Better
3D Reconstruction,14,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs
3D Reconstruction,15,The surprising impact of mask-head architecture on novel class segmentation
3D Reconstruction,16,BEiT: BERT Pre-Training of Image Transformers
3D Reconstruction,17,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers
3D Reconstruction,18,Learning to Segment Every Thing
3D Reconstruction,19,PointRend: Image Segmentation as Rendering
3D Reconstruction,20,TensorMask: A Foundation for Dense Object Segmentation
3D Reconstruction,21,Panoptic Feature Pyramid Networks
3D Reconstruction,22,Panoptic-DeepLab
3D Reconstruction,23,Pointly-Supervised Instance Segmentation
3D Reconstruction,24,Path Aggregation Network for Instance Segmentation
3D Reconstruction,25,Seesaw Loss for Long-Tailed Instance Segmentation
3D Reconstruction,26,FCOS: A simple and strong anchor-free object detector
3D Reconstruction,27,DetectoRS: Detecting Objects with Recursive Feature Pyramid and Switchable Atrous Convolution
3D Reconstruction,28,A novel Region of Interest Extraction Layer for Instance Segmentation
3D Reconstruction,29,ResNeSt: Split-Attention Networks
3D Reconstruction,30,CentripetalNet: Pursuing High-quality Keypoint Pairs for Object Detection
3D Reconstruction,31,CBNet: A Novel Composite Backbone Network Architecture for Object Detection
3D Reconstruction,32,Deep High-Resolution Representation Learning for Visual Recognition
3D Reconstruction,33,MMDetection: Open MMLab Detection Toolbox and Benchmark
3D Reconstruction,34,CARAFE: Content-Aware ReAssembly of FEatures
3D Reconstruction,35,YOLACT: Real-time Instance Segmentation
3D Reconstruction,36,Mask Scoring R-CNN
3D Reconstruction,37,Hybrid Task Cascade for Instance Segmentation
3D Reconstruction,38,"Deformable ConvNets v2: More Deformable, Better Results"
3D Reconstruction,39,"How to train your ViT? Data, Augmentation, and Regularization in Vision Transformers"
3D Reconstruction,40,XCiT: Cross-Covariance Image Transformers
3D Reconstruction,41,Twins: Revisiting the Design of Spatial Attention in Vision Transformers
3D Reconstruction,42,Co-Scale Conv-Attentional Image Transformers
3D Reconstruction,43,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows
3D Reconstruction,44,Scaling Local Self-Attention for Parameter Efficient Visual Backbones
3D Reconstruction,45,LambdaNetworks: Modeling Long-Range Interactions Without Attention
3D Reconstruction,46,RepVGG: Making VGG-style ConvNets Great Again
3D Reconstruction,47,Evolving Normalization-Activation Layers
3D Reconstruction,48,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks
3D Reconstruction,49,Bag of Tricks for Image Classification with Convolutional Neural Networks
3D Reconstruction,50,Fully Convolutional Networks for Semantic Segmentation
3D Reconstruction,51,FDA: Fourier Domain Adaptation for Semantic Segmentation
3D Reconstruction,52,Unsupervised Learning of Object Keypoints for Perception and Control
3D Reconstruction,53,Is Heuristic Sampling Necessary in Training Deep Object Detectors?
3D Reconstruction,54,Video-to-Video Synthesis
3D Reconstruction,55,Emerging Properties in Self-Supervised Vision Transformers
3D Reconstruction,56,Rethinking ImageNet Pre-training
3D Reconstruction,57,Learning Strict Identity Mappings in Deep Residual Networks
3D Reconstruction,58,Self-Supervised Learning with Swin Transformers
3D Reconstruction,59,High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs
3D Reconstruction,60,Micro-Batch Training with Batch-Channel Normalization and Weight Standardization
3D Reconstruction,61,U-Net: Convolutional Networks for Biomedical Image Segmentation
3D Reconstruction,62,Lite-HRNet: A Lightweight High-Resolution Network
3D Reconstruction,63,PaddleSeg: A High-Efficient Development Toolkit for Image Segmentation
3D Reconstruction,64,Attention-guided Context Feature Pyramid Network for Object Detection
3D Reconstruction,65,SOLOv2: Dynamic and Fast Instance Segmentation
3D Reconstruction,66,SOLO: Segmenting Objects by Locations
3D Reconstruction,67,HarDNet: A Low Memory Traffic Network
3D Reconstruction,68,High-Resolution Representations for Labeling Pixels and Regions
3D Reconstruction,69,FCOS: Fully Convolutional One-Stage Object Detection
3D Reconstruction,70,Microsoft COCO: Common Objects in Context
3D Reconstruction,71,Simple Training Strategies and Model Scaling for Object Detection
3D Reconstruction,72,Simple Copy-Paste is a Strong Data Augmentation Method for Instance Segmentation
3D Reconstruction,73,Rethinking Pre-training and Self-training
3D Reconstruction,74,"Fashionpedia: Ontology, Segmentation, and an Attribute Localization Dataset"
3D Reconstruction,75,ShapeMask: Learning to Segment Novel Objects by Refining Shape Priors
3D Reconstruction,76,UNet++: A Nested U-Net Architecture for Medical Image Segmentation
3D Reconstruction,77,Recalibrating Fully Convolutional Networks with Spatial and Channel 'Squeeze & Excitation' Blocks
3D Reconstruction,78,Unified Perceptual Parsing for Scene Understanding
3D Reconstruction,79,Semantic Understanding of Scenes through the ADE20K Dataset
3D Reconstruction,80,YOLACT++: Better Real-time Instance Segmentation
3D Reconstruction,81,Deformable Convolutional Networks
3D Reconstruction,82,LinkNet: Exploiting Encoder Representations for Efficient Semantic Segmentation
3D Reconstruction,83,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation
3D Reconstruction,84,Learning to Refine Object Segments
3D Reconstruction,85,Tencent ML-Images: A Large-Scale Multi-Label Image Database for Visual Representation Learning
3D Reconstruction,86,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
3D Reconstruction,87,EdgeFlow: Achieving Practical Interactive Segmentation with Edge-Guided Flow
3D Reconstruction,88,Rethinking BiSeNet For Real-time Semantic Segmentation
3D Reconstruction,89,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers
3D Reconstruction,90,Improving Semantic Segmentation via Decoupled Body and Edge Supervision
3D Reconstruction,91,Disentangled Non-Local Neural Networks
3D Reconstruction,92,Hierarchical Multi-Scale Attention for Semantic Segmentation
3D Reconstruction,93,UNet 3+: A Full-Scale Connected UNet for Medical Image Segmentation
3D Reconstruction,94,BiSeNet V2: Bilateral Network with Guided Aggregation for Real-time Semantic Segmentation
3D Reconstruction,95,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation"
3D Reconstruction,96,Segmentation Transformer: Object-Contextual Representations for Semantic Segmentation
3D Reconstruction,97,Asymmetric Non-local Neural Networks for Semantic Segmentation
3D Reconstruction,98,Expectation-Maximization Attention Networks for Semantic Segmentation
3D Reconstruction,99,Interlaced Sparse Self-Attention for Semantic Segmentation
3D Reconstruction,100,Gated-SCNN: Gated Shape CNNs for Semantic Segmentation
3D Reconstruction,101,Fast-SCNN: Fast Semantic Segmentation Network
3D Reconstruction,102,Dual Attention Network for Scene Segmentation
3D Reconstruction,103,Attention U-Net: Learning Where to Look for the Pancreas
3D Reconstruction,104,CCNet: Criss-Cross Attention for Semantic Segmentation
3D Reconstruction,105,OCNet: Object Context Network for Scene Parsing
3D Reconstruction,106,PSANet: Point-wise Spatial Attention Network for Scene Parsing
3D Reconstruction,107,Context Encoding for Semantic Segmentation
3D Reconstruction,108,Efficient Attention: Attention with Linear Complexities
3D Reconstruction,109,PP-LCNet: A Lightweight CPU Convolutional Neural Network
3D Reconstruction,110,Beyond Self-Supervision: A Simple Yet Effective Network Distillation Alternative to Improve Backbones
3D Reconstruction,111,HS-ResNet: Hierarchical-Split Block on Convolutional Neural Network
3D Reconstruction,112,Rethinking Channel Dimensions for Efficient Model Design
3D Reconstruction,113,GridMask Data Augmentation
3D Reconstruction,114,Hide-and-Seek: A Data Augmentation Technique for Weakly-Supervised Localization and Beyond
3D Reconstruction,115,Recovering Realistic Texture in Image Super-resolution by Deep Spatial Feature Transform
3D Reconstruction,116,BoxInst: High-Performance Instance Segmentation with Box Annotations
3D Reconstruction,117,Mask Encoding for Single Shot Instance Segmentation
3D Reconstruction,118,Conditional Convolutions for Instance Segmentation
3D Reconstruction,119,BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation
3D Reconstruction,120,Segmentation Loss Odyssey
3D Reconstruction,121,UNETR: Transformers for 3D Medical Image Segmentation
3D Reconstruction,122,Contextual Transformer Networks for Visual Recognition
3D Reconstruction,123,EPSANet: An Efficient Pyramid Squeeze Attention Block on Convolutional Neural Network
3D Reconstruction,124,RepMLP: Re-parameterizing Convolutions into Fully-connected Layers for Image Recognition
3D Reconstruction,125,Beyond Self-attention: External Attention using Two Linear Layers for Visual Tasks
3D Reconstruction,126,SA-Net: Shuffle Attention for Deep Convolutional Neural Networks
3D Reconstruction,127,SEN12MS -- A Curated Dataset of Georeferenced Multi-Spectral Sentinel-1/2 Imagery for Deep Learning and Data Fusion
3D Reconstruction,128,Improving Convolutional Networks With Self-Calibrated Convolutions
3D Reconstruction,129,SINet: Extreme Lightweight Portrait Segmentation Networks with Spatial Squeeze Modules and Information Blocking Decoder
3D Reconstruction,130,Feature Pyramid Encoding Network for Real-time Semantic Segmentation
3D Reconstruction,131,DABNet: Depth-wise Asymmetric Bottleneck for Real-time Semantic Segmentation
3D Reconstruction,132,ESNet: An Efficient Symmetric Network for Real-time Semantic Segmentation
3D Reconstruction,133,DiCENet: Dimension-wise Convolutions for Efficient Networks
3D Reconstruction,134,LEDNet: A Lightweight Encoder-Decoder Network for Real-Time Semantic Segmentation
3D Reconstruction,135,An Energy and GPU-Computation Efficient Backbone Network for Real-Time Object Detection
3D Reconstruction,136,"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network"
3D Reconstruction,137,CGNet: A Light-weight Context Guided Network for Semantic Segmentation
3D Reconstruction,138,Efficient Dense Modules of Asymmetric Convolution for Real-Time Semantic Segmentation
3D Reconstruction,139,BiSeNet: Bilateral Segmentation Network for Real-time Semantic Segmentation
3D Reconstruction,140,ContextNet: Exploring Context and Detail for Semantic Segmentation in Real-time
3D Reconstruction,141,ERFNet: Efficient Residual Factorized ConvNet for Real-time Semantic Segmentation
3D Reconstruction,142,Dilated Residual Networks
3D Reconstruction,143,ICNet for Real-Time Semantic Segmentation on High-Resolution Images
3D Reconstruction,144,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation
3D Reconstruction,145,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation
3D Reconstruction,146,Fully Convolutional Instance-aware Semantic Segmentation
3D Reconstruction,147,Rich feature hierarchies for accurate object detection and semantic segmentation
3D Reconstruction,148,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space
3D Reconstruction,149,Automated Design of Deep Learning Methods for Biomedical Image Segmentation
3D Reconstruction,150,COCO-Stuff: Thing and Stuff Classes in Context
3D Reconstruction,151,Co-Occurrent Features in Semantic Segmentation
3D Reconstruction,152,Generating Masks from Boxes by Mining Spatio-Temporal Consistencies in Videos
3D Reconstruction,153,Learning What to Learn for Video Object Segmentation
3D Reconstruction,154,Towards End-to-End Lane Detection: an Instance Segmentation Approach
3D Reconstruction,155,"DeepFashion2: A Versatile Benchmark for Detection, Pose Estimation, Segmentation and Re-Identification of Clothing Images"
3D Reconstruction,156,Recurrent Residual Convolutional Neural Network based on U-Net (R2U-Net) for Medical Image Segmentation
3D Reconstruction,157,Temporal RoI Align for Video Object Recognition
3D Reconstruction,158,Polarized Self-Attention: Towards High-quality Pixel-wise Regression
3D Reconstruction,159,VOLO: Vision Outlooker for Visual Recognition
3D Reconstruction,160,3D Semantic Segmentation with Submanifold Sparse Convolutional Networks
3D Reconstruction,161,UNet++: Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation
3D Reconstruction,162,ChainerCV: a Library for Deep Learning in Computer Vision
3D Reconstruction,163,Atlas: End-to-End 3D Scene Reconstruction from Posed Images
3D Reconstruction,164,What Makes for Good Views for Contrastive Learning?
3D Reconstruction,165,Improving Semantic Segmentation via Video Propagation and Label Relaxation
3D Reconstruction,166,4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks
3D Reconstruction,167,Rethinking Self-supervised Correspondence Learning: A Video Frame-level Similarity Perspective
3D Reconstruction,168,Learning a Discriminative Feature Network for Semantic Segmentation
3D Reconstruction,169,Conditional Random Fields as Recurrent Neural Networks
3D Reconstruction,170,Understanding Humans in Crowded Scenes: Deep Nested Adversarial Learning and A New Benchmark for Multi-Human Parsing
3D Reconstruction,171,Pose2Seg: Detection Free Human Instance Segmentation
3D Reconstruction,172,DLTK: State of the Art Reference Implementations for Deep Learning on Medical Images
3D Reconstruction,173,The Lovász-Softmax loss: A tractable surrogate for the optimization of the intersection-over-union measure in neural networks
3D Reconstruction,174,Optimal Transport for Multi-source Domain Adaptation under Target Shift
3D Reconstruction,175,PartNet: A Large-scale Benchmark for Fine-grained and Hierarchical Part-level 3D Object Understanding
3D Reconstruction,176,PointCNN: Convolution On X-Transformed Points
3D Reconstruction,177,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs
3D Reconstruction,178,Autonomous Driving in Reality with Reinforcement Learning and Image Translation
3D Reconstruction,179,Deep clustering: Discriminative embeddings for segmentation and separation
3D Reconstruction,180,Vision Transformers for Dense Prediction
3D Reconstruction,181,Hypersim: A Photorealistic Synthetic Dataset for Holistic Indoor Scene Understanding
3D Reconstruction,182,Panoptic nuScenes: A Large-Scale Benchmark for LiDAR Panoptic Segmentation and Tracking
3D Reconstruction,183,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation
3D Reconstruction,184,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation
3D Reconstruction,185,CyCADA: Cycle-Consistent Adversarial Domain Adaptation
3D Reconstruction,186,Boundary-Aware Segmentation Network for Mobile and Web Applications
3D Reconstruction,187,Bayesian SegNet: Model Uncertainty in Deep Convolutional Encoder-Decoder Architectures for Scene Understanding
3D Reconstruction,188,Retina U-Net: Embarrassingly Simple Exploitation of Segmentation Supervision for Medical Object Detection
3D Reconstruction,189,Dynamic Graph CNN for Learning on Point Clouds
3D Reconstruction,190,Partial Convolution based Padding
3D Reconstruction,191,Cascade R-CNN: High Quality Object Detection and Instance Segmentation
3D Reconstruction,192,TernausNet: U-Net with VGG11 Encoder Pre-Trained on ImageNet for Image Segmentation
3D Reconstruction,193,Deep Snake for Real-Time Instance Segmentation
3D Reconstruction,194,Global Context for Convolutional Pose Machines
3D Reconstruction,195,GIMP-ML: Python Plugins for using Computer Vision Models in GIMP
3D Reconstruction,196,BlenderProc
3D Reconstruction,197,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions
3D Reconstruction,198,YolactEdge: Real-time Instance Segmentation on the Edge
3D Reconstruction,199,Enforcing temporal consistency in Deep Learning segmentation of brain MR images
3D Reconstruction,200,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network
Image Retrieval,1,Naive-Student: Leveraging Semi-Supervised Learning in Video Sequences for Urban Scene Segmentation
Image Retrieval,2,Searching for MobileNetV3
Image Retrieval,3,FEELVOS: Fast End-to-End Embedding Learning for Video Object Segmentation
Image Retrieval,4,Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation
Image Retrieval,5,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction
Image Retrieval,6,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation
Image Retrieval,7,MobileNetV2: Inverted Residuals and Linear Bottlenecks
Image Retrieval,8,Rethinking Atrous Convolution for Semantic Image Segmentation
Image Retrieval,9,Mask R-CNN
Image Retrieval,10,Pyramid Scene Parsing Network
